series,episode,baker_name,technical,result,signature_bake,show_stopper,baker_age,hometown,baker_occupation
6,9,Ugnė Bubnaityte,NA,NA,NA,NA,32,"Woodford, London / Vilkaviškis, Lithuania",PA and administrator
6,10,Nadiya Hussain,1,WINNER,Cardamom and Almond Buns & Nutmeg and Sour Cherry Fingers,My Big Fat British Wedding Cake,30,Leeds / Luton,Full-time mother
6,10,Ian Cumming,2,Runner-up,Elderflower and Lemon & Spiced Buns,Colossal Curvy Carrot Cake,41,"Great Wilbraham, Cambridgeshire",Travel photographer
6,10,Tamal Ray,3,Runner-up,Cinnamon and Apple & Toffee and Marmalade Iced Buns,Sticky Toffee Pudding Cake,29,Manchester,Trainee anaesthetist
6,10,Alvin Magallanes,NA,NA,NA,NA,37,"Bracknell, Berkshire",Nurse
6,10,Dorret Conway,NA,NA,NA,NA,53,"Penwortham, Lancashire",Accountant
6,10,Flora Shedden,NA,NA,NA,NA,19,"Dunkeld, Perth and Kinross",Art gallery assistant
6,10,Marie Campbell,NA,NA,NA,NA,66,"Auchterarder, Perthshire",Retired
6,10,Mat Riley,NA,NA,NA,NA,37,London,Fire fighter
6,10,Paul Jagger,NA,NA,NA,NA,49,"Swansea, Wales",Prison governor
6,10,Sandy Docherty,NA,NA,NA,NA,49,"Yeadon, West Yorkshire",Child welfare officer
6,10,Stu Henshall,NA,NA,NA,NA,35,"Guildford, Surrey",Professional musician
6,10,Ugnė Bubnaityte,NA,NA,NA,NA,32,"Woodford, London / Vilkaviškis, Lithuania",PA and administrator
7,1,Selasi Gbormittah,1,IN,Citrus and Spice Drizzle Cake,"Raspberry, Sloe and White Chocolate Mirror Glaze Cake",30,London,Client service associate
7,1,Tom Gilliford,2,IN,G&T Drizzle Cake,Black Forest Broken Mirror,26,Rochdale,Project engagement manager
7,1,Michael Georgiou,3,IN,"Lime, Ginger and Honey Drizzle Cake",Matcha Tea Chocolate Mirror Glaze,20,Durham,Student
7,1,Kate Barmby,4,IN,Berry Best Apple and Bramble Drizzle Cake,One Swallow Does Not Make A Summer Cake,37,"Brooke, Norfolk",Nurse
7,1,Candice Brown,5,IN,Raspberry and Rhubarb Drizzle Custard Bundt Cake,"Mirror Mirror On The Wall, Who Is The Shiniest Cake Of Them All?",31,"Barton-Le-Clay, Bedfordshire",PE teacher
7,1,Benjamina Ebuehi,6,IN,"Pistachio, Cardamom and Lemon Drizzle Cake",White Chocolate Mirror Glaze with Salted Praline Buttercream,23,South London,Teaching assistant
7,1,Jane Beedle,7,STAR BAKER,Lemon and Poppy Seed Drizzle Cake,Chocolate Orange Mirror Cake,61,Beckenham,Garden designer
7,1,Rav Bansal,8,IN,Ginger Spice Yuzu Drizzle Cake,Colombian Mocha Mirror Glaze Cake,28,Erith,Student support
7,1,Louise Williams,9,IN,Orange Liqueur and Lemonade Drizzle Cake,White Chocolate Trifle Mirror Glaze Cake,46,Cardiff,Hairdresser
7,1,Val Stones,10,IN,Mum's Orange and Lemon Drizzle,Chocolate Sponge with Four Fruit Frosting,66,Yeovil,"Semi-retired, Substitute teacher"
7,1,Lee Banfield,11,OUT,St. Clements Orange and Lemon Drizzle Cake,Strawberry Surprise Mirror Cake,67,Bolton,Pastor
7,1,Andrew Smyth,12,IN,Lemon and Rosemary Drizzle Cake,'Ultimate Indulgence' Mirror Glaze Cake,25,"Derby / Holywood, County Down",Aerospace engineer
7,2,Kate Barmby,1,IN,"""A Biscuit for the Broads""","""I Promise I will do my best""",37,"Brooke, Norfolk",Nurse
7,2,Jane Beedle,2,IN,Flower Pot Iced Biscuits,Hastings Old Town Fishing Net Shops and Boat,61,Beckenham,Garden designer
7,2,Benjamina Ebuehi,3,IN,Bouquet Biscuits,"New York, New York",23,South London,Teaching assistant
7,2,Andrew Smyth,4,IN,Beehive Biscuits,Punting in Cambridge,25,"Derby / Holywood, County Down",Aerospace engineer
7,2,Val Stones,5,IN,Sunday Treat Iced Ice Cream Cone Biscuits,From Holland to New York via Yorkshire,66,Yeovil,"Semi-retired, Substitute teacher"
7,2,Rav Bansal,6,IN,Union Jack Bunting Biscuits,Gingerbread Christmas Fairground,28,Erith,Student support
7,2,Tom Gilliford,7,IN,Chai Frappelatteccino Biscuits,Tom and Pod's Near Death Experience,26,Rochdale,Project engagement manager
7,2,Candice Brown,8,STAR BAKER,"Salted Caramel, Chocolate Iced Shiny Hearts",Gingerbread Pub with Sticky Ginger Carpet,31,"Barton-Le-Clay, Bedfordshire",PE teacher
7,2,Michael Georgiou,9,IN,"Malt, Chocolate and Orange Iced ""Beer"" Biscuits",Trip to See Santa in Lapland,20,Durham,Student
7,2,Louise Williams,10,OUT,Baa Bara Brith Biscuits,Gingerbread Wedding,46,Cardiff,Hairdresser
7,2,Selasi Gbormittah,11,IN,"""Wheelie Hot Iced Biscuits""",Stained Glass Window Gingerbread Church,30,London,Client service associate
7,2,Lee Banfield,NA,NA,NA,NA,67,Bolton,Pastor
7,3,Val Stones,1,IN,Double Chocolate Cinnamon Twist Loaf,"""And They All Went Into The Ark To Get Out Of The Rain""",66,Yeovil,"Semi-retired, Substitute teacher"
7,3,Andrew Smyth,2,IN,Chocolate Barmbrack Bread,Braided Harvest Bread Basket,25,"Derby / Holywood, County Down",Aerospace engineer
7,3,Candice Brown,3,IN,"Chocolate, Salted Caramel & Pecan Brittle Brioche Loaf",Italian Light and Dark Rye Twist,31,"Barton-Le-Clay, Bedfordshire",PE teacher
7,3,Tom Gilliford,4,STAR BAKER,Chocolate Orange and Chilli Swirl Bread,Jörmungandr and Mjölnir,26,Rochdale,Project engagement manager
7,3,Selasi Gbormittah,5,IN,"Chocolate, Orange and Cinnamon Bread",Bedouin Escape Tear and Share Bread,30,London,Client service associate
7,3,Benjamina Ebuehi,6,IN,"Chocolate, Tahini and Almond Babka",Braided Bread Heart,23,South London,Teaching assistant
7,3,Michael Georgiou,7,OUT,Chocolate and Chilli Swirl Plait,Cypriot Dove and Olive Branch Plaited Loaf with Houmous,20,Durham,Student
7,3,Kate Barmby,8,IN,Cobbled Loaf,The Corn Maiden,37,"Brooke, Norfolk",Nurse
7,3,Jane Beedle,9,IN,Chocolate and Cranberry Couronne,Chorizo and Chilli Flower with Parmesan and Pesto Centre,61,Beckenham,Garden designer
7,3,Rav Bansal,10,IN,"Chocolate, Cardamom and Hazelnut Loaf",Three Tier Diwali Bread Centrepiece,28,Erith,Student support
7,3,Lee Banfield,NA,NA,NA,NA,67,Bolton,Pastor
7,3,Louise Williams,NA,NA,NA,NA,46,Cardiff,Hairdresser
7,4,Benjamina Ebuehi,1,STAR BAKER,"Red Onion Chutney, Brie and Bacon Yorkshire Puddings",Tropical Churros,23,South London,Teaching assistant
7,4,Candice Brown,2,IN,Yorkshire Wellingtons,Two-Way Peanut Butter Churros,31,"Barton-Le-Clay, Bedfordshire",PE teacher
7,4,Jane Beedle,3,IN,Meat and Two Veg Yorkshires,Pistachio and White Chocolate Churros,61,Beckenham,Garden designer
7,4,Andrew Smyth,4,IN,Yorkshire 'Tapas' Puddings,Churros Window Box,25,"Derby / Holywood, County Down",Aerospace engineer
7,4,Tom Gilliford,5,IN,West Yorkshire Fusion Puddings,Fennel Churros Snake In The Grass,26,Rochdale,Project engagement manager
7,4,Val Stones,6,IN,Mum's Chilli Yorkshire Puddings,Orange Chocolate Churros,66,Yeovil,"Semi-retired, Substitute teacher"
7,4,Kate Barmby,7,OUT,Christmas Dinner Compromise,Hot Cross Bunny Churros,37,"Brooke, Norfolk",Nurse
7,4,Selasi Gbormittah,8,IN,Perfect Sunday Roast Accompaniment,Lemon and Anise Churros,30,London,Client service associate
7,4,Rav Bansal,9,IN,Thai Tofu Panang Yorkshires,Three Dip Matcha Pistachio Churros,28,Erith,Student support
7,4,Lee Banfield,NA,NA,NA,NA,67,Bolton,Pastor
7,4,Louise Williams,NA,NA,NA,NA,46,Cardiff,Hairdresser
7,4,Michael Georgiou,NA,NA,NA,NA,20,Durham,Student
7,5,Jane Beedle,1,IN,"Orange Pain au Raisins, Raspberry, Chocolate and Almond Danish","Roquefort, Fig and Walnut Parcels and Cherry and Chocolate Cones",61,Beckenham,Garden designer
7,5,Candice Brown,2,STAR BAKER,"Danish Pastry Croque Monsieur Kites and Cinnamon Apple, Vanilla Crème Rose Danish","Sausage, Black Pudding and Apple Rounds and Banoffee Whiskey Cups",31,"Barton-Le-Clay, Bedfordshire",PE teacher
7,5,Selasi Gbormittah,3,IN,"Rhubarb, Mango and Ginger Plait, and Pineapple and Coconut Pinwheels","Parma Ham, Asparagus and Cheese Filo Cigars and Coffee Cream Filo Cups",30,London,Client service associate
7,5,Tom Gilliford,4,IN,Mega Breakfast Bonanzas; Granola Spirals and Wheat Foldovers,Yin and Yang Amuse-bouche,26,Rochdale,Project engagement manager
7,5,Benjamina Ebuehi,5,IN,'Good Morning America' Swirls and Peanut Butter and Banana Pinwheels,Plantain and Spinach Samosas and Chai Pear Cups,23,South London,Teaching assistant
7,5,Andrew Smyth,6,IN,Mum and Dad's Breakfast Pastries,Spicy Chorizo Squash Parcels and Baklava Bites,25,"Derby / Holywood, County Down",Aerospace engineer
7,5,Val Stones,7,OUT,"Pecan and Maple Syrup Pinwheels and Apple, Sultana and Cinnamon Swirls","Caramelised Red Onion, Goats Cheese Tartlets and Mincemeat and Apple Spiced Parcels",66,Yeovil,"Semi-retired, Substitute teacher"
7,5,Rav Bansal,8,IN,"Cinnamon Swirls and Pecan, Walnut and Maple Plaits",Chinese Style Prawn Filo Tartlets and Spiced White Chocolate and Hazelnut Samosas,28,Erith,Student support
7,5,Kate Barmby,NA,NA,NA,NA,37,"Brooke, Norfolk",Nurse
7,5,Lee Banfield,NA,NA,NA,NA,67,Bolton,Pastor
7,5,Louise Williams,NA,NA,NA,NA,46,Cardiff,Hairdresser
7,5,Michael Georgiou,NA,NA,NA,NA,20,Durham,Student
7,6,Tom Gilliford,1,STAR BAKER,Blood Orange Halloween Pumpkin Pie,Floral Tea Cake,26,Rochdale,Project engagement manager
7,6,Benjamina Ebuehi,2,IN,Grapefruit and Ginger Meringue Pie,Floral Tea Cake,23,South London,Teaching assistant
7,6,Rav Bansal,3,OUT,Mandarin Margarita Meringue Pie,Blossom Cake,28,Erith,Student support
7,6,Jane Beedle,4,IN,Lime and Coconut Meringue Pie,Three Tier Orange Cake with a Floral Chocolate Collar,61,Beckenham,Garden designer
7,6,Candice Brown,5,IN,"Lime, Coconut and Lemongrass Sugar Meringue Pie",Four Seasons Cake,31,"Barton-Le-Clay, Bedfordshire",PE teacher
7,6,Andrew Smyth,6,IN,Tangy Lime and Ginger Meringue Pie,Spring Elderflower Trio,25,"Derby / Holywood, County Down",Aerospace engineer
7,6,Selasi Gbormittah,7,IN,"Grapefruit, Orange and Mint Meringue Pie",Three Tiered Ombré Floral Cake,30,London,Client service associate
7,6,Kate Barmby,NA,NA,NA,NA,37,"Brooke, Norfolk",Nurse
7,6,Lee Banfield,NA,NA,NA,NA,67,Bolton,Pastor
7,6,Louise Williams,NA,NA,NA,NA,46,Cardiff,Hairdresser
7,6,Michael Georgiou,NA,NA,NA,NA,20,Durham,Student
7,6,Val Stones,NA,NA,NA,NA,66,Yeovil,"Semi-retired, Substitute teacher"
7,7,Andrew Smyth,1,STAR BAKER,Tropical Holiday Roulade,Childhood Ice Cream Mousse Cakes,25,"Derby / Holywood, County Down",Aerospace engineer
7,7,Candice Brown,2,IN,Crowd Pleaser Roulade,Blackberry and Raspberry Bubbles and After Dinner Mousse,31,"Barton-Le-Clay, Bedfordshire",PE teacher
7,7,Benjamina Ebuehi,3,IN,Piña Colada Roulade,Apple Crumble Mousse Cake and Chocolate Coffee Mousse Cake,23,South London,Teaching assistant
7,7,Jane Beedle,4,IN,Chocolate and Hazelnut Roulade,"Chocolate, Coffee, and Vanilla Joconde Cakes and Blackcurrant and Vanilla Ombre Mousses",61,Beckenham,Garden designer
7,7,Tom Gilliford,5,OUT,Millionaire's Roulade,Hipster Picnic,26,Rochdale,Project engagement manager
7,7,Selasi Gbormittah,6,IN,Summer Picnic Roulade,"Lemon, Strawberry and Passionfruit and Chocolate and Mint Mini Mousse Cakes",30,London,Client service associate
7,7,Kate Barmby,NA,NA,NA,NA,37,"Brooke, Norfolk",Nurse
7,7,Lee Banfield,NA,NA,NA,NA,67,Bolton,Pastor
7,7,Louise Williams,NA,NA,NA,NA,46,Cardiff,Hairdresser
7,7,Michael Georgiou,NA,NA,NA,NA,20,Durham,Student
7,7,Rav Bansal,NA,NA,NA,NA,28,Erith,Student support
7,7,Val Stones,NA,NA,NA,NA,66,Yeovil,"Semi-retired, Substitute teacher"
7,8,Candice Brown,1,STAR BAKER,Cheesy Cheeky Fish Pies,Peacock,31,"Barton-Le-Clay, Bedfordshire",PE teacher
7,8,Andrew Smyth,2,IN,Da Vinci Inspired Geared Pies,Jousting Knights Marchpane,25,"Derby / Holywood, County Down",Aerospace engineer
7,8,Selasi Gbormittah,3,IN,Bouquet of Flowers,Fruity Tudor Marchpane,30,London,Client service associate
7,8,Benjamina Ebuehi,4,OUT,Mexican Adventure,Tudor Garden,23,South London,Teaching assistant
7,8,Jane Beedle,5,IN,Tudor Rose Pies,Swans,61,Beckenham,Garden designer
7,8,Kate Barmby,NA,NA,NA,NA,37,"Brooke, Norfolk",Nurse
7,8,Lee Banfield,NA,NA,NA,NA,67,Bolton,Pastor
7,8,Louise Williams,NA,NA,NA,NA,46,Cardiff,Hairdresser
7,8,Michael Georgiou,NA,NA,NA,NA,20,Durham,Student
7,8,Rav Bansal,NA,NA,NA,NA,28,Erith,Student support
7,8,Tom Gilliford,NA,NA,NA,NA,26,Rochdale,Project engagement manager
7,8,Val Stones,NA,NA,NA,NA,66,Yeovil,"Semi-retired, Substitute teacher"
7,9,Jane Beedle,1,IN,"Pesto and Sundried Tomato Palmiers and Goats Cheese, Olive and Parma Ham Palmiers",Pistachio and Raspberry Fondant Fancies and Lemon Curd Surprise Fondant Fancies,61,Beckenham,Garden designer
7,9,Andrew Smyth,2,STAR BAKER,Cheesy Elephant Ears and Herby Treble Clefs,Philharmonic Fondants,25,"Derby / Holywood, County Down",Aerospace engineer
7,9,Candice Brown,3,IN,"Red Onion, Cambozola and Walnut Palmiers and Mushroom, Streaky Bacon, and Parmesan Palmiers",Chocolate Praline Fondant Fancies and Cherry Bakewell Fondant Fancies,31,"Barton-Le-Clay, Bedfordshire",PE teacher
7,9,Selasi Gbormittah,4,OUT,"Sundried Tomato, Onion, Peppers and Parmesan Palmiers and Salmon, Spinach and Mushroom Palmiers",Lime and Ginger Fondant Fancies and Pink Velvet and Raspberry Prosecco Fondant Fancies,30,London,Client service associate
7,9,Benjamina Ebuehi,NA,NA,NA,NA,23,South London,Teaching assistant
7,9,Kate Barmby,NA,NA,NA,NA,37,"Brooke, Norfolk",Nurse
7,9,Lee Banfield,NA,NA,NA,NA,67,Bolton,Pastor
7,9,Louise Williams,NA,NA,NA,NA,46,Cardiff,Hairdresser
7,9,Michael Georgiou,NA,NA,NA,NA,20,Durham,Student
7,9,Rav Bansal,NA,NA,NA,NA,28,Erith,Student support
7,9,Tom Gilliford,NA,NA,NA,NA,26,Rochdale,Project engagement manager
7,9,Val Stones,NA,NA,NA,NA,66,Yeovil,"Semi-retired, Substitute teacher"
7,10,Andrew Smyth,1,Runner-up,Crunchy Caramel Cassis Crown,Family and Friends' Favourites Picnic,25,"Derby / Holywood, County Down",Aerospace engineer
7,10,Candice Brown,2,WINNER,Queen Victoria's Mango and Strawberry Crown,Picnic for Pearly Kings and Queens,31,"Barton-Le-Clay, Bedfordshire",PE teacher
7,10,Jane Beedle,3,Runner-up,"Red, White and Blue Meringue Crown",Family Favourites Feast,61,Beckenham,Garden designer
7,10,Benjamina Ebuehi,NA,NA,NA,NA,23,South London,Teaching assistant
7,10,Kate Barmby,NA,NA,NA,NA,37,"Brooke, Norfolk",Nurse
7,10,Lee Banfield,NA,NA,NA,NA,67,Bolton,Pastor
7,10,Louise Williams,NA,NA,NA,NA,46,Cardiff,Hairdresser
7,10,Michael Georgiou,NA,NA,NA,NA,20,Durham,Student
7,10,Rav Bansal,NA,NA,NA,NA,28,Erith,Student support
7,10,Selasi Gbormittah,NA,NA,NA,NA,30,London,Client service associate
7,10,Tom Gilliford,NA,NA,NA,NA,26,Rochdale,Project engagement manager
7,10,Val Stones,NA,NA,NA,NA,66,Yeovil,"Semi-retired, Substitute teacher"
8,1,Kate Lyon,1,IN,Moroccan Strawberry and Rose Cake,'Chocolate Terrarium' Cake,29,Merseyside,Health and safety inspector
8,1,James Hillery,2,IN,"Orange, Rhubarb & Ginger Crumble Cake",'Mock-accino and Croissant' Cake,46,"Brentwood, Essex",Banker
8,1,Julia Chernogorova,3,IN,Courgette and Lemon Cake,'Russian Doll' Cake,21,"Crawley, West Sussex",Aviation Broker
8,1,Yan Tsou,4,IN,Windfall Apple Crumble Cake,'Banana-ramen' Cake,46,North London,Laboratory research scientist
8,1,Sophie Faldo,5,IN,Pineapple and Coconut Sandwich Cake,'Champagne Bottle and Bucket' Cake,33,"West Molesey, Surrey",Former army officer and trainee stuntwoman
8,1,Steven Carter-Bailey,6,STAR BAKER,Bonfire Night Cake,'A Baker's Lunch' Cake,34,"Watford, Hertfordshire",Marketer
8,1,Tom Hetherington,7,IN,Gilded Pear and Cardamom Cake,'Stack of Books' Cake,29,Edinburgh,Architect
8,1,Liam Charles,8,IN,Apple and Almond Crumble Maple Loaf,'Stackin' Sunday' Cake,19,North London,Student
8,1,Flo Atkins,9,IN,Citrus Layer Cake,'One in a Melon' Cake,71,Merseyside,Retired
8,1,Peter Abatan,10,OUT,Coconut Cake,'Bread on a Breadboard' Cake,52,"Southend, Essex",IT programme manager
8,1,Stacey Hart,11,IN,Granny Smith Apple and Walnut Cake,'Black Evening Clutch Bag' Cake,42,"Radlett, Hertfordshire",Former school teacher
8,1,Chris Geiger,12,IN,Tropical Fresh Fruit Cake,'Raised Pork Pie and Egg Surprise' Cake,50,Bristol,Software developer
8,2,Yan Tsou,1,IN,'Mrs. Marian's PB 'n' B' Biscuits,'Adventures in Bakeland' Game,46,North London,Laboratory research scientist
8,2,Sophie Faldo,2,IN,Lemon Limoncino Sandwich Biscuits,'Snakes and Ladders' Game,33,"West Molesey, Surrey",Former army officer and trainee stuntwoman
8,2,James Hillery,3,IN,Rhubarb and Custard Whirls,'Coppit' Game,46,"Brentwood, Essex",Banker
8,2,Julia Chernogorova,4,IN,Middle Eastern Delight Sandwich Biscuits,'A British Baking' Game,21,"Crawley, West Sussex",Aviation Broker
8,2,Tom Hetherington,5,IN,Coffee and Amaretto Kisses,'Drain Pipes and Ladders' Game,29,Edinburgh,Architect
8,2,Steven Carter-Bailey,6,STAR BAKER,Amarpressi Biscuits,'Check Bake' Game,34,"Watford, Hertfordshire",Marketer
8,2,Liam Charles,7,IN,Coffee Malted Pecan Shorties,'Classroom Classics' Game,19,North London,Student
8,2,Kate Lyon,8,IN,Coconut Seashells for a Titanic Afternoon Tea,'Jungle' Game,29,Merseyside,Health and safety inspector
8,2,Stacey Hart,9,IN,Sparkly Chocolate and Marshmallow Fluff Cookies,'Get to School' Game,42,"Radlett, Hertfordshire",Former school teacher
8,2,Flo Atkins,10,IN,Gin Jam Butties,'Pick My Bones' Game,71,Merseyside,Retired
8,2,Chris Geiger,11,OUT,Chocolate Chia Seed Biscuits with Whisky Caramel Filling,'The Great British Sail Off' Game,50,Bristol,Software developer
8,2,Peter Abatan,NA,NA,NA,NA,52,"Southend, Essex",IT programme manager
8,3,Stacey Hart,1,IN,Cranberry and Cinnamon Teacakes,'Ascot Hat' Bread Sculpture,42,"Radlett, Hertfordshire",Former school teacher
8,3,Julia Chernogorova,2,STAR BAKER,Earl Grey Dried Fruit Teacakes,'The Snail Under a Mushroom' Bread Sculpture,21,"Crawley, West Sussex",Aviation Broker
8,3,Steven Carter-Bailey,3,IN,Madras Cocktail Teacakes,'The Bag I Knead' Bread Sculpture,34,"Watford, Hertfordshire",Marketer
8,3,Tom Hetherington,4,IN,Orange and Cranberry Teacakes,'Pink & Yellow Rose Centrepiece' Bread Sculpture,29,Edinburgh,Architect
8,3,Liam Charles,5,IN,Jamaican Spiced Teacakes,'Kneadapolitan' Bread Sculpture,19,North London,Student
8,3,Sophie Faldo,6,IN,Tagine Teacakes,'Picnic Basket' Bread Sculpture,33,"West Molesey, Surrey",Former army officer and trainee stuntwoman
8,3,Flo Atkins,7,OUT,Cinnamon and Orange Teacakes,'Davy Jones' Locker' Bread Sculpture,71,Merseyside,Retired
8,3,Yan Tsou,8,IN,'Mrs P's' Masala Chai Spiced Teacakes,'Basil the Vegetarian Dragon with his Pumpkin Hoard' Bread Sculpture,46,North London,Laboratory research scientist
8,3,James Hillery,9,IN,Nordic Teacakes,'Owl in the Woods' Bread Sculpture,46,"Brentwood, Essex",Banker
8,3,Kate Lyon,10,IN,Blueberry Buns,'Kraken' Bread Sculpture,29,Merseyside,Health and safety inspector
8,3,Chris Geiger,NA,NA,NA,NA,50,Bristol,Software developer
8,3,Peter Abatan,NA,NA,NA,NA,52,"Southend, Essex",IT programme manager
8,4,Stacey Hart,1,IN,Rum Salted Caramel Millionaire Shortbreads,Chocolate and Coffee Caramel Cake,42,"Radlett, Hertfordshire",Former school teacher
8,4,James Hillery,2,IN,'Windy City' Millionaire Shortbreads,Nutty Caramel Cake,46,"Brentwood, Essex",Banker
8,4,Liam Charles,3,IN,Salted Peanut Butter Millionaire Shortbreads,White Layered Ginger Caramel Cake,19,North London,Student
8,4,Sophie Faldo,4,IN,Jaffa Millionaire Shortbreads,Bird's Nest Caramel Cake,33,"West Molesey, Surrey",Former army officer and trainee stuntwoman
8,4,Tom Hetherington,5,OUT,Stem Ginger Caramel Shortbreads,Hummingbird Cake,29,Edinburgh,Architect
8,4,Kate Lyon,6,STAR BAKER,Salted Bay Caramel Millionaire Shortbreads,Sticky Toffee Apple Caramel Cake,29,Merseyside,Health and safety inspector
8,4,Steven Carter-Bailey,7,IN,Orange Macadamia Nut Millionaire Shortbreads,Caramel Crown Cake,34,"Watford, Hertfordshire",Marketer
8,4,Yan Tsou,8,IN,'Lil' Red's Ginger and Nuts' Millionaire Shortbreads,Animals of the Rainforest Caramel Cake,46,North London,Laboratory research scientist
8,4,Julia Chernogorova,9,IN,Pecan Salted Caramel Millionaire Shortbreads,Poppy Seed Caramel Cake,21,"Crawley, West Sussex",Aviation Broker
8,4,Chris Geiger,NA,NA,NA,NA,50,Bristol,Software developer
8,4,Flo Atkins,NA,NA,NA,NA,71,Merseyside,Retired
8,4,Peter Abatan,NA,NA,NA,NA,52,"Southend, Essex",IT programme manager
8,5,Sophie Faldo,1,STAR BAKER,"Ginger, Fig and Honey Steamed School Pudding","Raspberry, Yuzu & White Chocolate Bûche Trifle Terrine",33,"West Molesey, Surrey",Former army officer and trainee stuntwoman
8,5,Liam Charles,2,IN,Cherries & Lemons that are 'Baked Well','Cheers Lads' Trifle Terrine,19,North London,Student
8,5,Julia Chernogorova,3,IN,Orange & Treacle Steamed School Pudding,'Opulent Ornament' Trifle Terrine,21,"Crawley, West Sussex",Aviation Broker
8,5,Stacey Hart,4,IN,Bakewell Tart Steamed School Pudding,Tropical Trifle Terrine,42,"Radlett, Hertfordshire",Former school teacher
8,5,Steven Carter-Bailey,5,IN,Lemon & Blackcurrant Drizzle Steamed School Pudding,'From Across the Jelly Pond' Trifle Terrine,34,"Watford, Hertfordshire",Marketer
8,5,Yan Tsou,6,IN,Mango Fruit Hat Steamed School Pudding,'Heart of a Hero' Trifle Terrine,46,North London,Laboratory research scientist
8,5,James Hillery,7,OUT,Orange and Ginger Steamed School Pudding,'The Missed Silver Jubilee' Trifle Terrine,46,"Brentwood, Essex",Banker
8,5,Kate Lyon,8,IN,'Mr Darcy's Steamy Lake Scene' Steamed School Pudding,'My Great Great Nan's' Raspberry Trifle Terrine,29,Merseyside,Health and safety inspector
8,5,Chris Geiger,NA,NA,NA,NA,50,Bristol,Software developer
8,5,Flo Atkins,NA,NA,NA,NA,71,Merseyside,Retired
8,5,Peter Abatan,NA,NA,NA,NA,52,"Southend, Essex",IT programme manager
8,5,Tom Hetherington,NA,NA,NA,NA,29,Edinburgh,Architect
8,6,Yan Tsou,1,IN,'πr2' Decorative Pies,Chequerboard Pie,46,North London,Laboratory research scientist
8,6,Sophie Faldo,2,IN,'The Four Seasons' Decorative Pies,Game Pie with Glazed Forest Fruits,33,"West Molesey, Surrey",Former army officer and trainee stuntwoman
8,6,Steven Carter-Bailey,3,IN,'Fleetwood Mac' Decorative Pies,Christmas Pie,34,"Watford, Hertfordshire",Marketer
8,6,Liam Charles,4,STAR BAKER,'Standard FC' Decorative Pies,'Nan's Sunday Dinner' Pie,19,North London,Student
8,6,Kate Lyon,5,IN,'Vegetarian Pie Faces' Decorative Pies,Potato Curry Pie with Mango & Chilli Glaze,29,Merseyside,Health and safety inspector
8,6,Stacey Hart,6,IN,'Love Theme' Decorative Pies,Indian Hand Raised Pie with Mango,42,"Radlett, Hertfordshire",Former school teacher
8,6,Julia Chernogorova,7,OUT,'Pies from the Tree' Decorative Pies,'Special Occasion' Pie,21,"Crawley, West Sussex",Aviation Broker
8,6,Chris Geiger,NA,NA,NA,NA,50,Bristol,Software developer
8,6,Flo Atkins,NA,NA,NA,NA,71,Merseyside,Retired
8,6,James Hillery,NA,NA,NA,NA,46,"Brentwood, Essex",Banker
8,6,Peter Abatan,NA,NA,NA,NA,52,"Southend, Essex",IT programme manager
8,6,Tom Hetherington,NA,NA,NA,NA,29,Edinburgh,Architect
8,7,Steven Carter-Bailey,1,STAR BAKER,Italian Style Cannoli,'Sicilian-style' Sfogliatelle,34,"Watford, Hertfordshire",Marketer
8,7,Liam Charles,2,IN,'Just Doing Me' Cannoli,'Morning Delivery' Sfogliatelle,19,North London,Student
8,7,Sophie Faldo,3,IN,'Classics with a Twist' Cannoli,'Classics' Sfogliatelle,33,"West Molesey, Surrey",Former army officer and trainee stuntwoman
8,7,Stacey Hart,4,IN,My All Time Favourite Desserts,Pastry Surprise,42,"Radlett, Hertfordshire",Former school teacher
8,7,Yan Tsou,5,OUT,Cannoli Cocktails,Canadian-Style Sfogliatelle,46,North London,Laboratory research scientist
8,7,Kate Lyon,6,IN,'Happy Hour' Cocktail Cannoli,'Flavour Fusion' Sfogliatelle,29,Merseyside,Health and safety inspector
8,7,Chris Geiger,NA,NA,NA,NA,50,Bristol,Software developer
8,7,Flo Atkins,NA,NA,NA,NA,71,Merseyside,Retired
8,7,James Hillery,NA,NA,NA,NA,46,"Brentwood, Essex",Banker
8,7,Julia Chernogorova,NA,NA,NA,NA,21,"Crawley, West Sussex",Aviation Broker
8,7,Peter Abatan,NA,NA,NA,NA,52,"Southend, Essex",IT programme manager
8,7,Tom Hetherington,NA,NA,NA,NA,29,Edinburgh,Architect
8,8,Steven Carter-Bailey,1,IN,'Mediterranean Medley' Bedfordshire Clangers,Chestnut Rum Savoy Cake,34,"Watford, Hertfordshire",Marketer
8,8,Kate Lyon,2,IN,Burrito Bedfordshire Clangers,'Liver Building Turret' Savoy Cake,29,Merseyside,Health and safety inspector
8,8,Stacey Hart,3,STAR BAKER,Camembert & Onion and Apple & Blueberry Bedfordshire Clangers,'Bright' Lemon & Orange Savoy Cake,42,"Radlett, Hertfordshire",Former school teacher
8,8,Sophie Faldo,4,IN,Char Siu & Banana Praline Bedfordshire Clangers,Citrus with Green Apple Croquembouche Savoy Cake,33,"West Molesey, Surrey",Former army officer and trainee stuntwoman
8,8,Liam Charles,5,OUT,'Take Out' Bedfordshire Clangers,'Fort Wizardore' Savoy Cake,19,North London,Student
8,8,Chris Geiger,NA,NA,NA,NA,50,Bristol,Software developer
8,8,Flo Atkins,NA,NA,NA,NA,71,Merseyside,Retired
